survey_id,member_id,survey_date,nps_score,csat_score,effort_score,feedback_text,survey_type
S00015361,M00002889,2024-11-12,4,5,2,Agent was knowledgeable,periodic
S00015362,M00002626,2024-11-24,9,3,1,Had to call multiple times,periodic
S00015363,M00003602,2023-05-31,7,4,6,Too long wait time,post_digital
S00015364,M00007729,2023-11-29,3,4,3,Website is confusing,post_digital
S00015365,M00006408,2024-03-26,3,4,2,Website is confusing,annual
S00015366,M00001820,2023-12-15,2,2,3,Quick and easy,post_call
S00015367,M00003162,2024-11-13,7,5,4,Very satisfied with my plan,annual
S00015368,M00007039,2024-08-01,7,4,3,Billing is unclear,periodic
S00015369,M00000691,2024-03-28,10,5,4,"Great service, very helpful",post_digital
S00015370,M00002262,2024-05-21,4,4,2,Too long wait time,periodic
S00015371,M00008018,2023-07-29,8,4,4,Process is too complicated,post_call
S00015372,M00000952,2023-07-10,8,5,4,Very satisfied with my plan,post_call
S00015373,M00009408,2024-11-26,8,3,3,Process is too complicated,post_digital
S00015374,M00008314,2023-08-01,9,4,4,,periodic
S00015375,M00006396,2023-04-09,6,1,2,,post_call
S00015376,M00000176,2023-07-27,8,5,2,"Great service, very helpful",post_call
S00015377,M00007178,2023-02-22,4,5,6,Quick and easy,post_call
S00015378,M00008432,2023-01-20,10,5,1,Process is too complicated,periodic
S00015379,M00000429,2024-04-26,6,3,5,Too long wait time,periodic
S00015380,M00001564,2024-08-20,6,4,3,,post_call
S00015381,M00008414,2023-06-14,7,5,4,Agent was knowledgeable,post_call
S00015382,M00005242,2023-03-16,8,5,7,Quick and easy,post_digital
S00015383,M00009139,2023-06-15,1,3,3,Agent was knowledgeable,post_call
S00015384,M00009020,2023-02-25,8,5,1,,post_digital
S00015385,M00004770,2024-10-16,6,4,2,"Great service, very helpful",periodic
S00015386,M00002110,2023-02-14,4,4,1,"Great service, very helpful",annual
S00015387,M00009444,2024-02-18,4,2,5,Could not find what I needed online,annual
S00015388,M00001953,2023-10-24,1,4,4,Agent was knowledgeable,post_call
S00015389,M00004819,2024-10-04,9,4,2,,post_digital
S00015390,M00006353,2024-11-26,8,3,3,Process is too complicated,post_digital
S00015391,M00008119,2024-04-08,0,3,2,Process is too complicated,post_call
S00015392,M00009256,2024-06-25,4,3,4,"Great service, very helpful",periodic
S00015393,M00009441,2024-05-14,6,4,2,,post_digital
S00015394,M00003820,2023-07-30,7,3,2,Billing is unclear,post_call
S00015395,M00002670,2024-08-19,9,5,4,,post_digital
S00015396,M00002217,2023-06-08,9,4,3,Agent was knowledgeable,post_digital
S00015397,M00009127,2024-04-10,8,4,6,Process is too complicated,annual
S00015398,M00006585,2024-07-04,0,4,2,Quick and easy,post_call
S00015399,M00001964,2023-02-11,8,1,3,Could not find what I needed online,post_digital
S00015400,M00002485,2024-08-16,3,5,5,Had to call multiple times,annual
S00015401,M00000173,2024-10-29,9,4,3,Website is confusing,post_digital
S00015402,M00005187,2023-11-04,8,3,3,Too long wait time,post_digital
S00015403,M00000713,2023-04-18,7,3,6,,post_call
S00015404,M00007219,2024-05-14,2,3,6,Could not find what I needed online,post_call
S00015405,M00000033,2024-01-20,5,3,3,Had to call multiple times,post_call
S00015406,M00000391,2023-06-30,1,4,1,Too long wait time,periodic
S00015407,M00004977,2023-12-08,5,5,4,Agent was knowledgeable,post_call
S00015408,M00002603,2023-01-27,0,3,4,Process is too complicated,post_digital
S00015409,M00007141,2024-02-23,6,4,7,Quick and easy,post_call
S00015410,M00008260,2023-04-09,8,4,2,,post_call
S00015411,M00009522,2023-11-13,7,3,7,Too long wait time,post_call
S00015412,M00002282,2024-08-06,2,3,2,Process is too complicated,post_digital
S00015413,M00001312,2023-12-09,6,2,6,Could not find what I needed online,post_call
S00015414,M00009856,2024-03-16,8,1,3,,post_digital
S00015415,M00007750,2023-07-31,9,5,3,Quick and easy,post_call
S00015416,M00005897,2024-10-05,3,3,3,Website is confusing,post_call
S00015417,M00009136,2023-11-24,8,1,5,,post_digital
S00015418,M00006517,2023-04-27,9,4,6,,periodic
S00015419,M00004387,2023-05-11,5,4,3,Website is confusing,annual
S00015420,M00004253,2023-09-21,8,5,3,,post_digital
S00015421,M00006095,2024-02-21,10,2,7,Billing is unclear,post_call
S00015422,M00003748,2023-06-24,7,2,4,"Great service, very helpful",post_digital
S00015423,M00007913,2023-01-27,2,5,4,,post_call
S00015424,M00006868,2023-08-23,4,4,4,Agent was knowledgeable,post_call
S00015425,M00008533,2024-06-20,8,5,2,Process is too complicated,post_digital
S00015426,M00009616,2023-08-02,4,5,7,,post_digital
S00015427,M00003115,2024-04-05,2,3,4,Quick and easy,post_digital
S00015428,M00006872,2023-08-12,6,4,2,Billing is unclear,periodic
S00015429,M00001360,2023-02-13,5,1,1,"Great service, very helpful",periodic
S00015430,M00002426,2023-02-11,8,5,5,Billing is unclear,post_call
S00015431,M00008906,2023-07-01,6,3,1,"Great service, very helpful",post_call
S00015432,M00004316,2024-11-12,4,2,1,Billing is unclear,periodic
S00015433,M00001200,2023-07-10,7,3,2,,periodic
S00015434,M00000978,2023-07-22,1,5,1,"Great service, very helpful",post_digital
S00015435,M00006018,2023-01-18,10,2,3,Could not find what I needed online,post_digital
S00015436,M00000151,2024-05-11,6,2,3,Had to call multiple times,post_call
S00015437,M00001318,2023-03-05,8,4,2,Very satisfied with my plan,post_call
S00015438,M00001900,2023-05-07,8,4,3,Process is too complicated,post_call
S00015439,M00006651,2024-01-17,8,2,7,,post_digital
S00015440,M00002414,2023-07-05,8,4,3,,post_call
S00015441,M00000223,2024-04-16,10,1,1,Website is confusing,periodic
S00015442,M00004102,2024-12-07,3,4,2,,post_call
S00015443,M00002392,2024-01-24,6,3,3,Agent was knowledgeable,post_digital
S00015444,M00002722,2024-08-29,10,1,2,Website is confusing,post_call
S00015445,M00000926,2024-07-08,6,5,2,Had to call multiple times,annual
S00015446,M00003491,2023-02-04,9,3,4,Website is confusing,post_digital
S00015447,M00009665,2024-08-20,3,4,4,Very satisfied with my plan,post_digital
S00015448,M00004172,2024-10-27,4,4,4,Had to call multiple times,post_call
S00015449,M00009788,2024-05-17,9,3,3,Too long wait time,post_call
S00015450,M00002198,2023-03-16,7,3,3,"Great service, very helpful",periodic
S00015451,M00005941,2023-06-03,3,4,1,Website is confusing,annual
S00015452,M00007087,2023-10-09,8,4,6,Agent was knowledgeable,post_digital
S00015453,M00002318,2024-06-09,10,1,3,Had to call multiple times,periodic
S00015454,M00008125,2024-07-11,5,4,1,Could not find what I needed online,post_call
S00015455,M00008384,2024-05-29,7,4,5,Billing is unclear,post_digital
S00015456,M00009539,2024-08-30,6,4,3,Very satisfied with my plan,periodic
S00015457,M00003318,2024-09-24,2,5,1,Very satisfied with my plan,post_digital
S00015458,M00004026,2024-09-10,9,1,4,Very satisfied with my plan,post_digital
S00015459,M00001486,2024-08-10,6,5,3,Quick and easy,annual
S00015460,M00002849,2024-01-24,8,5,2,,post_call
S00015461,M00008009,2024-05-21,1,2,2,,post_call
S00015462,M00001704,2024-01-17,4,4,3,Had to call multiple times,post_digital
S00015463,M00006878,2024-05-24,8,3,7,Could not find what I needed online,annual
S00015464,M00008100,2023-09-27,4,3,2,Process is too complicated,post_digital
S00015465,M00008394,2024-04-05,10,4,3,Process is too complicated,post_call
S00015466,M00001931,2023-09-13,10,5,2,Very satisfied with my plan,post_call
S00015467,M00006347,2023-02-07,6,4,5,,post_call
S00015468,M00002552,2023-06-28,10,5,5,Quick and easy,post_digital
S00015469,M00007749,2024-07-16,0,3,1,,post_digital
S00015470,M00003811,2024-02-08,5,3,4,,post_call
S00015471,M00007494,2024-07-13,1,3,3,,post_digital
S00015472,M00002040,2024-05-06,9,5,7,,periodic
S00015473,M00008676,2023-01-13,8,4,3,Process is too complicated,post_call
S00015474,M00007143,2023-08-02,10,4,2,,post_call
S00015475,M00004188,2023-07-26,9,5,2,,post_digital
S00015476,M00004042,2024-05-24,6,3,2,Had to call multiple times,annual
S00015477,M00007745,2024-07-04,8,4,5,,post_digital
S00015478,M00001214,2023-12-17,4,4,3,,post_digital
S00015479,M00004748,2023-03-14,2,3,1,Could not find what I needed online,annual
S00015480,M00005359,2024-07-10,3,3,4,Process is too complicated,periodic
S00015481,M00006440,2023-08-04,6,1,5,Very satisfied with my plan,post_digital
S00015482,M00001765,2023-02-17,3,5,7,Process is too complicated,periodic
S00015483,M00002592,2023-10-20,2,5,3,Too long wait time,post_call
S00015484,M00002948,2023-03-02,0,5,4,,post_digital
S00015485,M00008808,2023-11-15,9,5,5,Quick and easy,post_digital
S00015486,M00005381,2023-09-18,3,3,4,Too long wait time,post_call
S00015487,M00002595,2023-07-02,4,4,7,,post_digital
S00015488,M00009079,2024-11-18,5,4,3,"Great service, very helpful",post_digital
S00015489,M00009074,2023-10-06,7,4,5,,post_call
S00015490,M00000946,2024-04-13,1,1,5,,post_call
S00015491,M00004083,2023-03-26,5,5,6,,post_call
S00015492,M00004653,2024-09-15,10,4,2,Could not find what I needed online,annual
S00015493,M00001941,2023-12-22,7,5,3,,post_digital
S00015494,M00007689,2023-09-09,0,3,5,Too long wait time,post_digital
S00015495,M00006987,2024-02-03,4,4,3,Could not find what I needed online,post_call
S00015496,M00004740,2024-01-14,9,3,6,,post_call
S00015497,M00009781,2023-06-27,5,4,3,Very satisfied with my plan,annual
S00015498,M00000899,2023-11-05,5,4,3,Billing is unclear,post_call
S00015499,M00004808,2024-06-26,4,4,4,Quick and easy,post_digital
S00015500,M00005825,2023-03-24,8,5,3,"Great service, very helpful",post_call
S00015501,M00005278,2023-01-19,6,4,4,Had to call multiple times,periodic
S00015502,M00007289,2023-11-15,4,4,1,Agent was knowledgeable,post_call
S00015503,M00000704,2024-09-29,4,4,4,Had to call multiple times,periodic
S00015504,M00009931,2024-04-03,10,3,7,"Great service, very helpful",post_digital
S00015505,M00003815,2023-06-14,1,1,7,,post_digital
S00015506,M00007841,2023-12-07,7,3,3,Agent was knowledgeable,periodic
S00015507,M00007195,2024-12-09,8,3,2,Process is too complicated,post_call
S00015508,M00003890,2023-09-04,7,3,3,Website is confusing,periodic
S00015509,M00007165,2024-04-06,8,4,2,,periodic
S00015510,M00000349,2023-12-31,8,4,1,Billing is unclear,periodic
S00015511,M00006030,2024-06-27,7,4,4,Too long wait time,post_digital
S00015512,M00002422,2023-07-16,4,1,4,Could not find what I needed online,annual
S00015513,M00000407,2023-01-11,6,4,3,Could not find what I needed online,periodic
S00015514,M00002091,2024-10-14,8,2,2,,periodic
S00015515,M00004863,2024-01-24,2,5,6,,post_digital
S00015516,M00007435,2023-11-24,7,5,2,Process is too complicated,post_digital
S00015517,M00009271,2023-06-12,7,2,4,Very satisfied with my plan,periodic
S00015518,M00000330,2024-03-20,9,1,2,Very satisfied with my plan,post_call
S00015519,M00002705,2023-02-28,6,4,4,Process is too complicated,periodic
S00015520,M00007598,2023-02-04,5,1,4,,periodic
S00015521,M00002025,2024-06-16,8,3,5,Quick and easy,post_call
S00015522,M00009407,2024-09-03,6,4,3,Process is too complicated,post_call
S00015523,M00006199,2024-09-20,3,3,3,Billing is unclear,periodic
S00015524,M00008690,2023-07-09,2,4,2,"Great service, very helpful",post_call
S00015525,M00008661,2024-05-11,4,5,5,Too long wait time,periodic
S00015526,M00007855,2024-11-07,5,3,5,Too long wait time,post_digital
S00015527,M00009545,2024-09-29,3,2,2,"Great service, very helpful",post_digital
S00015528,M00002381,2024-10-20,8,3,4,Had to call multiple times,annual
S00015529,M00003788,2023-12-11,8,4,3,Could not find what I needed online,post_digital
S00015530,M00006384,2023-02-26,9,2,1,Website is confusing,post_digital
S00015531,M00006595,2024-11-27,6,3,3,Too long wait time,annual
S00015532,M00004982,2023-06-06,1,4,2,,post_call
S00015533,M00001830,2023-10-27,8,4,1,Billing is unclear,post_call
S00015534,M00002282,2023-04-08,6,5,3,Too long wait time,post_digital
S00015535,M00001369,2024-01-27,10,2,4,Quick and easy,post_call
S00015536,M00000502,2024-01-08,2,4,5,Could not find what I needed online,post_call
S00015537,M00003771,2024-06-22,7,4,3,Quick and easy,annual
S00015538,M00008728,2023-02-09,0,5,3,Quick and easy,periodic
S00015539,M00007495,2023-01-11,7,4,2,,post_call
S00015540,M00009552,2024-12-24,8,2,1,,post_digital
S00015541,M00004736,2024-09-13,10,3,2,Could not find what I needed online,post_call
S00015542,M00002086,2024-03-06,5,2,5,Too long wait time,post_digital
S00015543,M00008746,2024-05-03,1,3,3,Billing is unclear,post_call
S00015544,M00001415,2024-03-17,8,4,2,Could not find what I needed online,post_digital
S00015545,M00001335,2024-05-12,6,4,4,,post_call
S00015546,M00002510,2024-01-19,5,4,2,Too long wait time,periodic
S00015547,M00006276,2024-10-10,9,1,1,,post_digital
S00015548,M00003840,2024-10-19,4,3,7,Billing is unclear,post_digital
S00015549,M00007060,2024-02-10,5,2,1,,annual
S00015550,M00009839,2023-04-06,5,2,3,Website is confusing,post_digital
S00015551,M00009236,2023-10-29,6,4,6,Could not find what I needed online,post_call
S00015552,M00008367,2023-01-25,6,3,3,Website is confusing,annual
S00015553,M00003017,2024-08-25,9,5,4,Had to call multiple times,post_call
S00015554,M00003325,2023-05-05,7,3,2,Too long wait time,post_digital
S00015555,M00002149,2023-11-20,7,4,4,Too long wait time,post_call
S00015556,M00000516,2023-08-31,9,5,2,Could not find what I needed online,post_digital
S00015557,M00002692,2023-01-13,3,3,3,"Great service, very helpful",post_digital
S00015558,M00008770,2024-09-10,6,4,5,Could not find what I needed online,post_call
S00015559,M00007133,2024-05-12,3,5,4,"Great service, very helpful",post_call
S00015560,M00008670,2023-03-26,5,4,1,,post_call
S00015561,M00000376,2024-09-18,9,3,3,,annual
S00015562,M00008525,2024-12-11,3,3,3,,post_digital
S00015563,M00000973,2024-09-21,8,1,2,,post_call
S00015564,M00005460,2023-02-10,8,4,5,Process is too complicated,post_digital
S00015565,M00000502,2024-02-22,5,4,1,Billing is unclear,post_call
S00015566,M00002552,2024-09-23,2,2,2,"Great service, very helpful",periodic
S00015567,M00002458,2024-01-14,7,3,1,,post_digital
S00015568,M00009665,2024-01-14,9,3,4,,annual
S00015569,M00000097,2023-04-01,5,1,4,Quick and easy,post_digital
S00015570,M00005030,2024-04-23,7,2,3,,post_call
S00015571,M00004980,2023-11-22,7,3,3,"Great service, very helpful",annual
S00015572,M00002207,2023-09-27,9,5,5,,periodic
S00015573,M00002037,2024-05-21,8,3,1,Could not find what I needed online,periodic
S00015574,M00001278,2023-03-07,2,4,2,,post_digital
S00015575,M00007717,2024-07-24,0,2,4,Quick and easy,post_call
S00015576,M00004092,2023-10-28,1,5,1,"Great service, very helpful",post_call
S00015577,M00002083,2023-05-23,6,2,2,Too long wait time,post_digital
S00015578,M00009303,2023-09-08,7,5,4,"Great service, very helpful",periodic
S00015579,M00000731,2024-05-28,9,1,2,,post_digital
S00015580,M00006581,2024-09-20,9,5,6,,post_digital
S00015581,M00009627,2024-11-27,9,3,2,Too long wait time,post_call
S00015582,M00003957,2023-12-19,9,1,2,,periodic
S00015583,M00003066,2024-04-17,7,5,4,,post_call
S00015584,M00003215,2024-11-27,7,4,2,Too long wait time,post_call
S00015585,M00007550,2024-05-04,10,4,3,Had to call multiple times,post_digital
S00015586,M00008914,2024-12-30,8,3,4,Too long wait time,post_call
S00015587,M00000927,2024-06-01,9,4,3,,post_digital
S00015588,M00009623,2024-04-13,8,2,7,Too long wait time,post_digital
S00015589,M00006348,2023-12-15,10,3,5,,post_call
S00015590,M00002571,2023-10-08,8,5,3,,post_call
S00015591,M00008839,2023-06-03,10,4,4,Quick and easy,periodic
S00015592,M00003332,2023-12-02,2,4,3,,post_digital
S00015593,M00001599,2023-06-26,7,4,3,Very satisfied with my plan,post_call
S00015594,M00008809,2024-07-23,0,4,2,Very satisfied with my plan,periodic
S00015595,M00009788,2023-02-11,8,3,2,,post_digital
S00015596,M00007640,2023-04-14,1,3,7,Very satisfied with my plan,post_digital
S00015597,M00003558,2024-08-08,2,5,4,,periodic
S00015598,M00007425,2023-05-30,8,2,7,,post_call
S00015599,M00004856,2023-09-04,10,4,6,Too long wait time,post_call
S00015600,M00006814,2023-04-30,4,4,7,Billing is unclear,post_digital
S00015601,M00009372,2023-10-16,3,4,3,Agent was knowledgeable,post_digital
S00015602,M00005829,2024-06-28,1,3,1,Quick and easy,annual
S00015603,M00006741,2023-03-07,10,1,1,,annual
S00015604,M00003788,2023-04-28,9,1,3,Billing is unclear,periodic
S00015605,M00006101,2024-07-08,0,4,2,Billing is unclear,post_digital
S00015606,M00007933,2023-07-04,6,3,2,Very satisfied with my plan,post_call
S00015607,M00004620,2023-04-06,5,3,4,Could not find what I needed online,periodic
S00015608,M00005641,2023-04-23,1,5,4,Quick and easy,post_call
S00015609,M00003100,2024-03-24,10,1,6,,post_call
S00015610,M00006657,2024-06-24,8,4,1,,post_call
S00015611,M00004114,2024-02-10,1,4,3,Website is confusing,periodic
S00015612,M00007411,2024-05-01,9,4,4,Could not find what I needed online,post_call
S00015613,M00009660,2024-06-04,7,5,7,Website is confusing,post_call
S00015614,M00008287,2023-04-27,9,4,4,,post_digital
S00015615,M00003793,2023-07-13,7,4,2,,post_call
S00015616,M00008690,2024-10-03,5,4,5,,periodic
S00015617,M00004405,2024-10-15,10,3,4,Process is too complicated,post_digital
S00015618,M00006096,2023-12-04,5,2,1,"Great service, very helpful",annual
S00015619,M00009169,2023-01-04,8,3,3,Billing is unclear,periodic
S00015620,M00006987,2024-06-16,1,3,7,,post_call
S00015621,M00002693,2024-04-08,8,5,3,Process is too complicated,post_digital
S00015622,M00009342,2023-01-08,6,3,3,Billing is unclear,post_digital
S00015623,M00000247,2023-09-05,9,4,3,,post_digital
S00015624,M00009223,2023-12-05,5,4,2,Very satisfied with my plan,post_call
S00015625,M00009775,2024-09-20,8,1,1,,post_digital
S00015626,M00004169,2023-11-30,6,3,4,Very satisfied with my plan,periodic
S00015627,M00000038,2023-09-19,8,4,4,,post_digital
S00015628,M00008698,2023-05-29,0,3,1,,post_call
S00015629,M00009070,2023-06-09,5,5,3,Billing is unclear,post_call
S00015630,M00008344,2023-12-26,9,5,2,Quick and easy,post_digital
S00015631,M00003092,2023-12-15,8,3,3,,periodic
S00015632,M00001202,2024-04-28,0,4,5,,periodic
S00015633,M00000603,2023-08-09,8,2,1,,post_call
S00015634,M00008393,2023-07-21,5,4,2,Website is confusing,periodic
S00015635,M00004314,2024-05-10,6,5,6,Website is confusing,post_call
S00015636,M00000889,2024-04-01,8,3,4,Too long wait time,post_call
